Time|User|Action|Id|Table|Fields
01/04/2017 23:31:14|admin|edit|5|loan_shipment|10000-3-Hạ--41

01/04/2017 23:34:26|admin|edit|5|loan_shipment|20000-2-Hạ--41

01/04/2017 23:36:08|admin|edit|5|loan_shipment|10000-1-Hạ n--41

01/04/2017 23:36:22|admin|edit|5|loan_shipment|20000-2-Hạ--41

01/04/2017 23:45:25|admin|delete|5|loan_shipment|

01/04/2017 23:46:43|admin|add|6|loan_shipment|20000-2-Hạ--41

01/04/2017 23:47:04|admin|add|7|loan_shipment|10000-1-Nâng--41

01/04/2017 23:47:22|admin|delete|7|loan_shipment|

01/04/2017 23:49:41|admin|delete|6|loan_shipment|

01/04/2017 23:49:54|admin|add|8|loan_shipment|10000-1-Nâng--41

01/04/2017 23:50:08|admin|add|9|loan_shipment|20000-2-Hạ--41

02/04/2017 00:00:26|admin|edit|8|loan_shipment|20000-1-Nâng--41

02/04/2017 13:39:44|admin|add|12179|shipment|2-1-1-2-1-2-10000-10.5-20-0-12573-1492639200-1-1-5--40000-0--0--0---0-20000--1-0--0--0--2000-Cước phát sinh-0-20000-60000--40000-0-336600-41--0-0-0-0-1

02/04/2017 14:08:06|admin|add|2178|road|9.6-2-20-2-28182-500000-20000-10000-1488322800-1583017200-1-2-1

02/04/2017 14:21:42|admin|add|2412|excess|1-2-04-2017-0-0-0-12179

02/04/2017 14:21:42|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-10000-12573-1492639200-1-1-5-Phát sinh-40000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-20000-1-1-20000-803768--783768-0-967600

02/04/2017 14:27:39|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-5000-12573-1492639200-1-1-5-Phát sinh-40000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-20000--1-20000-803768--783768-0-967600

02/04/2017 14:28:29|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-4000-12573-1492639200-1-1-5-Phát sinh-40000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-20000--1-20000-803768--783768-0-967600

02/04/2017 14:31:13|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-40000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-20000--1-20000-803768--783768-0-967600-0

02/04/2017 14:42:04|admin|add|2412|excess|1-2-04-2017-0-0-0-12179

02/04/2017 14:42:04|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-40000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000--1-20000-793768--773768-0-957600

02/04/2017 15:40:07|admin|edit|12179|shipment|2-1-1-2-1-3-1-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-40000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000--1-2-2-30000-793768--763768-0-957600

02/04/2017 15:40:58|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-40000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000--1-3-3-20000-793768--773768-0-957600

02/04/2017 15:42:33|admin|edit|9|loan_shipment|10000-2-Hạ-12179-41

02/04/2017 15:42:46|admin|add|2412|excess|1-2-04-2017-0-0-0-12179

02/04/2017 15:42:46|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-30000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000--1-3-3-20000-783768--763768-0-947600

02/04/2017 15:53:22|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-30000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000-1-1-3-3-20000-783768--763768-0-947600

02/04/2017 16:44:25|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-30000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000-1-1-3-3-22000-783768--761768-0-947600

02/04/2017 16:45:54|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-30000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000-1-1-3-3-20000-783768--761768-0-947600

02/04/2017 16:47:25|admin|edit|12179|shipment|2-1-1-2-1-2-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-30000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000-1-1-3-3-20000-783768--763768-0-947600

02/04/2017 16:56:49|admin|complete|12179|shipment|

02/04/2017 23:01:46|admin|edit|12179|bill|3-1-3-2-DO0930122-1492812000-1492898400-3-2-3-1-1492939258-1492941600

02/04/2017 23:04:31|admin|edit|12179|bill|4-2-2-2-DO0032323-1492639200-1493244000-2-2-4-2-1493287240-1493297940

02/04/2017 23:07:52|admin|edit|12179|bill|3-2-2-2-DO0323232-1492034400-1492725600-2-2-3-2-1492808400-1492811999

03/04/2017 00:18:29|admin|edit|12179|shipmet_oil|8.5-1

03/04/2017 00:19:34|admin|edit|12179|shipmet_oil|8.5-1,2

03/04/2017 01:57:22|admin|lock|12179|shipment|0

03/04/2017 01:57:47|admin|edit|12179|shipment|2-1-1-2-1-3-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-30000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000-1,3-1-2-2-30000-783768--753768-0-947600

03/04/2017 01:57:56|admin|complete|12179|shipment|

03/04/2017 02:14:18|admin|edit|1|customer|AA-Công ty TNHH AA-111-a2-085 548 8899-092 454 5566--0---1,2,3

03/04/2017 03:02:39|admin|lock|12179|shipment|0

03/04/2017 03:02:48|admin|edit|12179|shipment|2-1-1-2-1-3-2-10000-10.5-20-6000-12573-1492639200-1-1-5-Phát sinh-30000-0--0--10-Phát sinh dầu-ĐN-20000-20000-TU-1-1-Dầu thừa-20000-Mua-20000-Thừa-2000-Cước phát sinh-10000-1-1-2-2-30000-783768--753768-0-947600

03/04/2017 03:03:51|admin|complete|12179|shipment|

03/04/2017 03:04:28|admin|add|12180|shipment|1-2-1-2-1-5000-3-10000-0-0-0-12573-1493503200-2-1-1--0-0--0--0---0-0--1-0--0--0--0--0-3-5000-3-50000000-35255.4-49964744.6-0-30000-41--0-0-0-0-1

03/04/2017 03:05:07|admin|edit|12180|shipment|1-2-1-2-1-4500-3-10000-0-0-0-12573-1493503200-2-1-1--0-0--0--0---0-0--1-0--0--0--0--0-3-1-5000-3-45000000-35255.4-44964744.6-0-30000

05/04/2017 19:58:13|admin|add|1|account|111-Tiền mặt-0

05/04/2017 20:26:36|admin|add|1|cost_list|NL-Tiền dầu-1

05/04/2017 22:23:47|admin|add|2|route|3-Sóng Thần

06/04/2017 00:11:54|admin|add|2179|road|2-1-2-1-3.80-1-10-2-9091-50000-20000-10000-200000-1490997600-1585692000-1

06/04/2017 00:12:44|admin|add|2180|road|2-1-2-1-0.76-0-2-2-0-0-0-0-0-1493503200-1588197600-1

06/04/2017 00:35:30|admin|edit|1|customer|KH-AA-AA-Công ty TNHH AA-111-a2-085 548 8899-092 454 5566--0---2-1,2,3

06/04/2017 01:44:45|admin|edit|1|import_stock|A3353511-1490911200-41

06/04/2017 01:48:06|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-1

06/04/2017 02:24:10|admin|add|1|bank|111-Tiền mặt---

06/04/2017 02:24:18|admin|edit|1|bank|111-Tiền mặt-d-d-d

06/04/2017 02:24:26|admin|edit|1|bank|111-Tiền mặt---

07/04/2017 00:17:43|admin|edit|9|vehicleromooc|1--1490911200-

07/04/2017 00:19:07|admin|edit|9|sparevehicle|1--3--2-1490911200-

07/04/2017 00:21:43|admin|edit|9|sparevehicle|1--3-1-2-1490911200-

07/04/2017 00:21:58|admin|edit|9|sparevehicle|1--3-1-2-1488322800-

07/04/2017 01:21:40|admin|add|1|salary_bonus|10000-20000-1491429600-1806962400

07/04/2017 01:22:41|admin|add|3|salary_bonus|15000-30000-1493503200-1806962400

07/04/2017 01:26:14|admin|delete|1|warehouse|

07/04/2017 01:26:19|admin|delete|2|warehouse|

07/04/2017 01:26:22|admin|delete|3|warehouse|

07/04/2017 01:26:39|admin|add|4|salary_bonus|10000-10000-1491429600-1806962400

07/04/2017 01:31:52|admin|add|5|salary_bonus|15000-20000-1493503200-1809036000

07/04/2017 22:07:38|admin|add|662|warehouse|g--0-0-0-0-0-0-1491861600-1807394400-1

07/04/2017 23:05:37|admin|complete|12179|shipment|

07/04/2017 23:06:44|admin|add|12181|shipment|2-1-1-1-1-1-1-500000-0-0-0-12236-1491516000-2-1-1--0-0--0--0---0-0--1-0--0--0--0--0-100000--3-1-1-500000-871364--371364-0-691000-41--0-0-0-0-1

07/04/2017 23:10:42|admin|delete|12181|shipment|

07/04/2017 23:11:35|admin|add|12182|shipment|2-1-1-1-1-2-1-200000-0-0-0-12236-1491516000-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-500000-3--2-1-400000-871364--471364-0-691000-41--0-0-0-0-1

07/04/2017 23:15:16|admin|delete|12182|shipment|

07/04/2017 23:17:27|admin|add|12183|shipment|2-1-1-1-1-1-1-500000-0-0-0-12236-1491516000-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3-2178,2179-1-1-500000-871364--371364-0-691000-41--0-0-0-0-1

07/04/2017 23:18:53|admin|edit|12183|shipment|2-1-1-1-1-1-1-500000-0-0-0-12236-1491516000-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3-2178,2179-1-1-1-500000-871364--371364-0-691000

07/04/2017 23:37:48|admin|complete|12183|shipment|

07/04/2017 23:37:58|admin|lock|12183|shipment|0

08/04/2017 00:23:14|admin|edit|2178|road|2-1-1-2-9.6-2-20-2-28182-500000-20000-10000--1488322800-1490911200-1

08/04/2017 00:41:12|admin|add|2413|excess|1-2-04-2017-0-0-0-12183

08/04/2017 00:41:13|admin|edit|12183|shipment|2-1-1-1-1-1-1-500000-0-0-0-12236-1491516000-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3-2179-1-1-1-500000-351148-148852-0-300000

08/04/2017 00:53:00|admin|edit|12183|shipment|2-1-1-1-1-1-1-500000-0-0-0-12236-1491516000-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3-2179-1-1-1-500000-351198-148852-0-300000

08/04/2017 00:54:39|admin|edit|12183|shipment|2-1-1-1-1-1-1-500000-0-0-0-12236-1491516000-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3-2179-1-1-1-500000-401148-148852-0-300000

08/04/2017 01:38:03|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-1

08/04/2017 01:39:00|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-1

08/04/2017 01:40:56|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-

08/04/2017 01:41:10|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-1

08/04/2017 01:58:02|admin|edit|1|cost_list|NL-Tiền dầu-5

08/04/2017 02:12:11|admin|add|2413|excess|1-2-4-2017-0-0-0-12183

08/04/2017 02:12:11|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3-2179-1-1-1-500000-441148-108852-0-340000

08/04/2017 19:53:03|admin|add|2|account|112-Tiền gửi ngân hàng-0

08/04/2017 19:53:28|admin|add|3|account|131-Phải thu khách hàng-0

08/04/2017 19:55:59|admin|add|4|account|331-Phải trả người bán-0

08/04/2017 19:57:50|admin|add|5|account|334-Phải trả người lao động-0

08/04/2017 19:58:48|admin|add|6|account|141-Tạm ứng-0

08/04/2017 20:12:22|admin|add|7|account|154-Chi phí sản xuất kinh doanh dở dang-0

08/04/2017 20:26:39|admin|add|8|account|152-Nguyên vật liệu-0

08/04/2017 20:27:55|admin|add|9|account|621-Chi phí nguyên vật liệu trực tiếp-0

08/04/2017 20:28:41|admin|add|10|account|632-Giá vốn hàng bán-0

08/04/2017 20:29:39|admin|add|11|account|627-Chi phí sản xuất chung-0

08/04/2017 20:31:57|admin|add|12|account|642-Chi phí quản lý-0

08/04/2017 20:39:15|admin|add|13|account|333-Thuế & các khoản phải nộp nhà nước-0

08/04/2017 23:48:49|admin|add|1|staff|NV01-Nguyễn Văn A-01/04/1980-0-Đồng Nai-090 324 3344-a@abc.com-221231421-00032124313-0-1-Nhân viên kỹ thuật--1490997600--41-04/2017

09/04/2017 12:32:45|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-1

09/04/2017 12:35:22|admin|edit|1|export_stock|XK00001-1490911200-41

09/04/2017 12:55:11|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-1-Nhập kho

09/04/2017 13:00:02|admin|edit|2|export_stock|XK000002-1490911200-41-Xuất kho

09/04/2017 13:08:48|admin|add|2413|excess|1-2-4-2017-0-0-0-12183

09/04/2017 13:08:48|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:10:32|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:12:22|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:13:42|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:14:38|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:15:30|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:16:40|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:16:58|admin|edit|12183|shipment|2-1-1-2-1-1-1-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:17:18|admin|edit|12183|shipment|2-1-1-2-1-1-2-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-1-2-500000-50000-500000-0-0

09/04/2017 13:18:40|admin|edit|12183|shipment|2-1-1-2-1-1-2-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3--1-2-1-500000-50000-500000-0-0

09/04/2017 16:26:26|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-1-Nhập kho

09/04/2017 16:31:46|admin|add|1|repair|S00443-1490997600-1---Sửa chữa

09/04/2017 16:33:55|admin|edit|1|repair|S00443-1490997600-1--1-Sửa chữa

09/04/2017 16:35:33|admin|edit|1|repair|S00443-1490997600-1--1-Sửa chữa

09/04/2017 16:35:55|admin|edit|1|repair|S00443-1490997600-1-1--Sửa chữa

09/04/2017 16:49:47|admin|add|2413|excess|1-2-4-2017-0-0-0-12183

09/04/2017 16:49:48|admin|edit|12183|shipment|2-1-1-2-1-1-2-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3-2178-1-2-1-500000-790216--240216-0-611000

09/04/2017 16:53:12|admin|edit|12183|shipment|2-1-1-2-1-1-2-500000-0-0-0-12236-1490824800-1-1-1--0-0--0--0---0-0--1-0--0--0--0--0-200000-3-2178-1-2-1-500000-790216--240216-0-611000

09/04/2017 22:20:45|admin|add|1|department|Nhân sự-NS

10/04/2017 00:23:51|admin|add|1|house|Kho nhiên liệu-Q1

10/04/2017 00:24:04|admin|edit|1|house|Kho nhiên liệu-Q1

10/04/2017 00:46:31|admin|edit|1|repair|S00443-1490997600-1-1--Sửa chữa

10/04/2017 01:01:22|admin|edit|2|export_stock|XK000002-1490911200-41-Xuất kho-1-1

10/04/2017 01:02:36|admin|edit|2|export_stock|XK000002-1490911200-41-Xuất kho-1-1

10/04/2017 01:12:19|admin|edit|1|import_stock|A3353511-1490911200-41-000032424-1488322800-1-Nhập kho-Hoàng Nam-TP Hồ Chí Minh-1

13/04/2017 21:32:20|admin|edit|9|import_stock|aaaa-1492034400-41---0-a---1

13/04/2017 22:19:55|admin|add|10|import_stock|aaaaa-1492034400-41----aaaa---1

13/04/2017 22:32:52|admin|edit|9|import_stock|aaaa-1492034400-41---0-a---1

13/04/2017 22:39:51|admin|edit|9|import_stock|aaaa-1492034400-41---0-a---1

14/04/2017 00:09:06|admin|add|21|spare_part|a-a-444---3-

14/04/2017 00:09:14|admin|edit|21|spare_part|a-a-555---7-

14/04/2017 00:19:28|admin|delete|4|spare_part_code|

14/04/2017 00:19:35|admin|delete|5|spare_part_code|

14/04/2017 00:19:55|admin|delete|6|spare_part_code|

14/04/2017 00:20:32|admin|delete|7|spare_part_code|

14/04/2017 00:22:20|admin|delete|14|spare_part|

14/04/2017 00:37:53|admin|add|8|spare_part_code|b-b

14/04/2017 00:38:07|admin|edit|8|spare_part_code|c-b

14/04/2017 00:59:13|admin|add|3|export_stock|XK003-1492120800-41-Lốp-1-1

14/04/2017 01:07:08|admin|delete|10|sparevehicle|

14/04/2017 01:07:08|admin|delete|11|sparevehicle|

14/04/2017 01:07:08|admin|delete|9|sparevehicle|

14/04/2017 01:07:09|admin|delete|18|sparevehicle|

14/04/2017 01:07:09|admin|delete|19|sparevehicle|

14/04/2017 01:07:46|admin|delete|4|import_stock|

14/04/2017 01:07:55|admin|delete|1|import_stock|

14/04/2017 01:08:07|admin|delete|2|export_stock|

14/04/2017 01:08:11|admin|delete|1|export_stock|

14/04/2017 01:09:17|admin|delete|20|spare_part|

14/04/2017 01:19:46|admin|delete|9|import_stock|

14/04/2017 01:20:13|admin|delete|3|export_stock|

14/04/2017 01:20:57|admin|edit|10|import_stock|aaaaa-1492034400-41---0-aaaa---1

14/04/2017 01:23:24|admin|add|11|import_stock|NK01-1492207200-41----Nhập---1

14/04/2017 01:24:52|admin|add|4|export_stock|XK001-1492293600-41-XK-1-1

14/04/2017 02:20:32|admin|edit|11|import_stock|NK01-1492207200-41---0-Nhập---1

14/04/2017 02:25:07|admin|delete|11|import_stock|

14/04/2017 02:25:11|admin|delete|10|import_stock|

14/04/2017 02:25:20|admin|delete|9|spare_part_code|

14/04/2017 02:25:25|admin|delete|10|spare_part_code|

14/04/2017 02:25:30|admin|delete|11|spare_part_code|

14/04/2017 02:25:34|admin|delete|8|spare_part_code|

14/04/2017 02:27:01|admin|add|12|import_stock|NK001-1492207200-41----NK---1

14/04/2017 02:28:06|admin|edit|4|export_stock|XK001-1492293600-41-XK-1-1

15/04/2017 01:54:20|admin|add|5|export_stock|XK9999-1492293600-41-XK-1-1

15/04/2017 01:56:03|admin|delete|5|export_stock|

15/04/2017 02:05:53|admin|add|6|export_stock|XK9999-1490997600-41-XK-1-1

15/04/2017 02:27:00|admin|add|13|import_stock|NK0009999-1492207200-41----Dau---1

15/04/2017 02:53:28|admin|edit|13|import_stock|NK0009999-1492207200-41---0-Dau---1

15/04/2017 02:54:39|admin|edit|12|import_stock|NK001-1492207200-41---0-NK---1

15/04/2017 02:55:28|admin|edit|12|import_stock|NK001-1492207200-41---0-NK---1

